ID,Gender,Age,Education_Level,Job_Role,Experience_Years,Region,Salary_LPA
5030,Male,32,Postgraduate,Manager,0,Metro,8.49
5031,Other,23,Graduate,Software Engineer,3,Metro,5.52
5032,Female,40,Graduate,Software Engineer,8,Metro,7.18
5033,Male,37,Postgraduate,Manager,16,Tier-2,17.2
5034,Female,35,Postgraduate,Consultant,13,Tier-2,10.81
5035,Female,37,PhD,Research Scholar,12,Tier-2,5.42
5036,Female,48,PhD,Research Scholar,12,Metro,6.5
5037,Female,47,PhD,Consultant,5,Tier-2,6.88
5038,Male,27,Graduate,Software Engineer,6,Metro,7.57
5039,Male,43,Graduate,Software Engineer,1,Rural,3.12
5040,Female,34,Postgraduate,Data Analyst,9,Metro,6.46
5041,Male,35,Graduate,Teacher,7,Metro,3.34
5042,Female,21,Graduate,Software Engineer,1,Rural,2.55
5043,Male,30,Postgraduate,HR Executive,5,Tier-2,4.65
5044,Male,26,Postgraduate,Consultant,0,Tier-2,5.17
5045,Male,37,Graduate,Data Analyst,2,Metro,3.73
5046,Female,39,Postgraduate,Consultant,17,Tier-2,13.09
5047,Male,21,Graduate,Data Analyst,1,Tier-2,4.25
5048,Male,31,PhD,Consultant,5,Tier-2,8.77
5049,Other,39,Graduate,Data Analyst,5,Rural,3.13
5050,Female,30,PhD,Research Scholar,10,Metro,5.79
5051,Male,37,Postgraduate,Teacher,2,Metro,2.71
5052,Male,34,Postgraduate,Consultant,4,Tier-2,6.34
5053,Male,34,Postgraduate,Data Analyst,7,Metro,6.28
5054,Female,30,Postgraduate,Consultant,5,Metro,9.16
5055,Female,23,Graduate,Sales Executive,1,Metro,2.28
5056,Female,24,Graduate,Software Engineer,3,Tier-2,4.82
5057,Female,36,PhD,Consultant,15,Metro,13.61
5058,Female,32,Postgraduate,Data Analyst,0,Metro,2.15
5059,Male,31,Graduate,Software Engineer,1,Metro,6.53
5060,Male,29,Postgraduate,Manager,3,Metro,11.47
5061,Female,29,Graduate,HR Executive,6,Metro,4.33
5062,Female,39,Graduate,HR Executive,17,Metro,7.93
5063,Female,29,Postgraduate,Consultant,5,Rural,5.88
5064,Female,22,12th Pass,Technician,1,Metro,1.74
5065,Male,37,Graduate,Technician,6,Tier-2,2.91
5066,Male,30,Postgraduate,Manager,1,Tier-2,8.29
5067,Female,32,Postgraduate,Data Analyst,2,Tier-2,3.21
5068,Male,43,Graduate,Sales Executive,8,Metro,3.78
5069,Male,31,Postgraduate,Data Analyst,3,Rural,3.24
5070,Male,34,Graduate,Software Engineer,13,Metro,10.85
5071,Female,23,Graduate,Teacher,0,Metro,2.83
5072,Female,30,Graduate,Teacher,8,Metro,3.83
5073,Male,36,Graduate,Technician,6,Metro,4.49
5074,Female,21,12th Pass,Sales Executive,1,Metro,2.56
5075,Female,33,Postgraduate,HR Executive,10,Metro,5.21
5076,Female,32,Postgraduate,HR Executive,2,Metro,3.68
5077,Female,32,Graduate,Sales Executive,10,Tier-2,4.06
5078,Male,39,Graduate,Software Engineer,10,Rural,6.66
5079,Male,34,Graduate,Teacher,3,Metro,3.14
5080,Male,42,Postgraduate,HR Executive,22,Metro,9.58
5081,Female,25,Graduate,Software Engineer,3,Tier-2,5.21
5082,Male,32,Graduate,Teacher,1,Metro,3.59
5083,Other,32,Postgraduate,Manager,9,Metro,13.07
5084,Male,24,Graduate,Software Engineer,0,Tier-2,4.59
5085,Female,38,Graduate,Teacher,15,Rural,2.64
5086,Female,48,Postgraduate,Data Analyst,17,Tier-2,7.32
5087,Female,31,Graduate,Teacher,0,Metro,2.03
5088,Male,35,Graduate,HR Executive,7,Metro,5.49
5089,Male,32,Postgraduate,Manager,0,Metro,9.89
5090,Male,27,Postgraduate,Manager,0,Metro,9.75
5091,Female,21,Graduate,HR Executive,0,Metro,2.3
5092,Female,27,Graduate,Sales Executive,4,Metro,2.3
5093,Male,22,Graduate,Data Analyst,0,Metro,2.52
5094,Male,43,Graduate,Technician,9,Metro,5.03
5095,Male,31,Postgraduate,HR Executive,1,Rural,2.84
5096,Male,29,Postgraduate,Data Analyst,0,Rural,2.97
5097,Male,38,Graduate,Technician,0,Tier-2,2.08
5098,Other,24,Postgraduate,Manager,1,Metro,7.89
5099,Female,26,Postgraduate,Manager,1,Metro,9.38
5100,Male,32,Graduate,HR Executive,9,Tier-2,5.32
5101,Male,39,PhD,Consultant,17,Tier-2,14.53
5102,Male,35,Postgraduate,Manager,12,Tier-2,15.29
5103,Male,33,Graduate,Sales Executive,8,Metro,4.95
5104,Female,32,PhD,Consultant,8,Tier-2,8.63
5105,Male,34,Postgraduate,Manager,1,Rural,6.35
5106,Male,33,Postgraduate,Data Analyst,2,Metro,5.18
5107,Male,24,Postgraduate,Manager,1,Metro,10.68
5108,Male,32,Postgraduate,Consultant,5,Metro,9.51
5109,Male,24,Graduate,Teacher,3,Tier-2,3.01
5110,Female,32,PhD,Research Scholar,5,Metro,4.7
5111,Female,28,Graduate,Software Engineer,2,Rural,4.05
5112,Male,49,Graduate,HR Executive,27,Metro,11.38
5113,Female,31,Graduate,Teacher,2,Rural,1.5
5114,Female,22,Graduate,Sales Executive,1,Metro,3.02
5115,Female,31,PhD,Research Scholar,1,Metro,4.11
5116,Female,35,Graduate,Data Analyst,10,Tier-2,6.24
5117,Female,43,PhD,Consultant,11,Rural,7.7
5118,Male,27,Graduate,Software Engineer,4,Rural,4.74
5119,Male,21,Graduate,Sales Executive,0,Metro,1.75
5120,Female,37,Postgraduate,Consultant,5,Metro,8.79
5121,Female,22,12th Pass,Technician,0,Metro,1.5
5122,Male,28,Graduate,Software Engineer,4,Metro,7.95
5123,Female,30,Graduate,Software Engineer,9,Metro,8.3
5124,Male,31,Graduate,HR Executive,3,Metro,4.46
5125,Female,36,Postgraduate,Teacher,8,Rural,1.7
5126,Female,27,Graduate,Sales Executive,3,Metro,3.84
5127,Male,30,PhD,Consultant,9,Tier-2,10.77
5128,Female,31,Postgraduate,Data Analyst,10,Tier-2,5.56
5129,Male,33,Postgraduate,Manager,13,Metro,20.41
5130,Male,32,Graduate,Data Analyst,4,Rural,4.19
5131,Female,35,PhD,Research Scholar,0,Metro,4.29
5132,Male,37,Postgraduate,Data Analyst,4,Rural,3.07
5133,Male,34,PhD,Consultant,14,Rural,10.38
5134,Female,35,PhD,Teacher,4,Rural,1.64
5135,Female,21,12th Pass,Sales Executive,0,Tier-2,1.67
5136,Male,32,Graduate,HR Executive,12,Metro,8.29
5137,Female,35,Postgraduate,HR Executive,1,Metro,2.98
5138,Male,37,PhD,Teacher,5,Tier-2,3.54
5139,Female,27,Postgraduate,Consultant,4,Metro,8.61
5140,Male,27,Graduate,Software Engineer,1,Tier-2,5.07
5141,Female,27,Postgraduate,Data Analyst,7,Tier-2,4.8
5142,Female,35,Graduate,Teacher,11,Metro,4.24
5143,Male,39,Graduate,Data Analyst,9,Metro,8.07
5144,Male,29,Graduate,Technician,7,Metro,2.51
5145,Male,38,Graduate,HR Executive,10,Tier-2,6.04
5146,Female,32,Postgraduate,Data Analyst,9,Metro,6.49
5147,Male,31,PhD,Research Scholar,11,Tier-2,6.31
5148,Female,30,Postgraduate,HR Executive,10,Tier-2,5.37
5149,Male,37,PhD,Research Scholar,12,Metro,7.53
5150,Male,34,Postgraduate,Manager,10,Tier-2,15.08
5151,Female,47,Graduate,Technician,26,Tier-2,5.36
5152,Female,26,Postgraduate,Data Analyst,5,Metro,5.21
5153,Female,35,PhD,Research Scholar,3,Rural,3.33
5154,Female,28,PhD,Teacher,2,Metro,1.87
5155,Other,25,Postgraduate,Consultant,3,Metro,6.84
5156,Male,31,Graduate,Teacher,7,Rural,2.92
5157,Male,32,Graduate,Teacher,6,Metro,2.46
5158,Male,52,Graduate,Software Engineer,0,Metro,4.48
5159,Female,30,PhD,Research Scholar,4,Tier-2,4.91
5160,Male,24,Graduate,HR Executive,1,Tier-2,3.52
5161,Female,33,PhD,Research Scholar,10,Metro,6.88
5162,Female,21,Graduate,Software Engineer,0,Metro,3.65
5163,Female,31,Postgraduate,Consultant,7,Metro,9.78
5164,Male,32,Graduate,Software Engineer,2,Tier-2,5.49
5165,Male,37,Graduate,HR Executive,3,Tier-2,3.57
5166,Male,38,Postgraduate,Manager,9,Tier-2,13.02
5167,Male,28,Postgraduate,Data Analyst,6,Tier-2,4.21
5168,Male,30,Graduate,Data Analyst,2,Metro,4.44
5169,Male,26,Postgraduate,HR Executive,3,Metro,4.97
5170,Female,24,Graduate,Teacher,3,Metro,1.94
5171,Female,34,Postgraduate,Consultant,8,Metro,9.94
5172,Female,23,Graduate,HR Executive,3,Tier-2,3.44
5173,Male,29,Postgraduate,Manager,3,Tier-2,9.2
5174,Female,25,Graduate,Teacher,4,Metro,2.35
5175,Female,35,Postgraduate,Teacher,4,Rural,2.04
5176,Female,44,Postgraduate,Data Analyst,16,Metro,9.44
5177,Female,22,Graduate,Technician,2,Metro,2.7
5178,Other,21,Graduate,Software Engineer,0,Metro,4.36
5179,Male,31,Graduate,Software Engineer,11,Metro,11.03
5180,Female,32,Graduate,Software Engineer,8,Metro,8.8
5181,Female,33,Postgraduate,Teacher,0,Rural,1.87
5182,Male,28,Postgraduate,Teacher,5,Metro,4.14
5183,Male,30,Graduate,Data Analyst,2,Rural,3.07
5184,Male,34,Postgraduate,Manager,3,Metro,13.05
5185,Female,39,Graduate,Software Engineer,3,Tier-2,3.92
5186,Female,21,12th Pass,Technician,1,Rural,1.5
5187,Female,29,Graduate,Data Analyst,3,Metro,4.91
5188,Male,33,Postgraduate,Data Analyst,8,Metro,7.67
5189,Male,25,Graduate,HR Executive,5,Metro,5.91
5190,Female,44,Postgraduate,Data Analyst,0,Rural,2.64
5191,Male,27,Postgraduate,Data Analyst,4,Tier-2,4.22
5192,Male,31,Graduate,Technician,9,Tier-2,4.15
5193,Female,35,Postgraduate,Data Analyst,1,Tier-2,2.43
5194,Female,27,Postgraduate,Consultant,6,Metro,9.82
5195,Female,21,12th Pass,Technician,1,Metro,2.38
5196,Male,28,Graduate,Data Analyst,6,Metro,5.26
5197,Male,39,PhD,Consultant,18,Metro,18.91
5198,Female,29,PhD,Teacher,0,Tier-2,1.5
5199,Male,26,Graduate,Teacher,4,Tier-2,2.13
5200,Male,38,Graduate,HR Executive,13,Rural,4.55
5201,Male,29,Graduate,Software Engineer,9,Metro,8.61
5202,Male,28,Graduate,Technician,6,Metro,4.06
5203,Male,33,Postgraduate,HR Executive,9,Tier-2,5.29
5204,Male,37,Postgraduate,Data Analyst,0,Metro,4.75
5205,Male,48,PhD,Teacher,13,Metro,4.93
5206,Male,37,Graduate,Teacher,2,Metro,3.64
5207,Male,40,Postgraduate,Manager,12,Metro,19.77
5208,Female,28,Graduate,Software Engineer,1,Rural,2.47
5209,Male,24,Graduate,Teacher,0,Metro,1.5
5210,Male,32,Postgraduate,Teacher,4,Rural,1.91
5211,Male,32,Graduate,Software Engineer,2,Rural,4.52
5212,Male,24,Graduate,Teacher,1,Metro,3.42
5213,Male,30,PhD,Consultant,7,Tier-2,8.73
5214,Male,34,Graduate,Software Engineer,5,Metro,6.82
5215,Male,34,Postgraduate,Manager,9,Metro,17.11
5216,Male,35,Graduate,Data Analyst,15,Rural,6.67
5217,Male,34,Graduate,Data Analyst,13,Metro,7.82
5218,Male,28,Postgraduate,Manager,8,Metro,16.36
5219,Male,28,Postgraduate,Manager,8,Metro,16.73
5220,Male,23,Graduate,Software Engineer,3,Metro,5.35
5221,Female,44,Postgraduate,Data Analyst,10,Metro,6.34
5222,Male,32,PhD,Consultant,5,Metro,10.2
5223,Other,30,Postgraduate,Data Analyst,1,Metro,3.46
5224,Female,25,Graduate,Sales Executive,0,Rural,2.1
5225,Male,52,Postgraduate,Teacher,17,Metro,6.89
5226,Female,24,Graduate,HR Executive,2,Metro,3.03
5227,Female,28,Postgraduate,Teacher,5,Metro,3.38
5228,Male,34,Postgraduate,Consultant,1,Tier-2,5.88
5229,Male,36,Graduate,HR Executive,4,Tier-2,3.25
5230,Male,38,Postgraduate,HR Executive,17,Rural,5.24
5231,Female,44,Postgraduate,Consultant,11,Tier-2,10.05
5232,Male,35,Postgraduate,Manager,3,Metro,11.63
5233,Female,24,Postgraduate,Data Analyst,2,Metro,3.99
5234,Male,30,PhD,Research Scholar,10,Metro,6.92
5235,Female,34,Postgraduate,Manager,2,Tier-2,8.25
5236,Male,46,Postgraduate,Consultant,4,Metro,8.46
5237,Female,22,Graduate,Teacher,1,Tier-2,2.59
5238,Female,40,Postgraduate,Teacher,12,Rural,2.58
5239,Male,33,PhD,Consultant,6,Tier-2,9.17
5240,Female,37,Postgraduate,Data Analyst,9,Tier-2,5.16
5241,Male,31,Graduate,Data Analyst,7,Tier-2,5.56
5242,Male,26,Postgraduate,Data Analyst,0,Metro,3.09
5243,Other,37,Postgraduate,Consultant,13,Metro,12.84
5244,Male,36,Postgraduate,HR Executive,3,Metro,5.35
5245,Male,38,Postgraduate,Consultant,11,Metro,14.28
5246,Male,31,Graduate,Sales Executive,9,Rural,3.47
5247,Female,27,Graduate,Sales Executive,1,Metro,1.94
5248,Male,21,12th Pass,Sales Executive,0,Tier-2,2.27
5249,Female,37,Postgraduate,Teacher,8,Tier-2,3.78
5250,Female,34,Graduate,Data Analyst,10,Tier-2,5.92
5251,Male,25,Postgraduate,Consultant,1,Tier-2,6.48
5252,Male,28,Graduate,Technician,5,Metro,2.79
5253,Female,28,PhD,Teacher,7,Metro,4.11
5254,Female,21,12th Pass,Technician,1,Rural,1.82
5255,Male,26,Graduate,Software Engineer,4,Metro,7.76
5256,Male,24,Graduate,Data Analyst,4,Metro,5.75
5257,Female,29,Graduate,Teacher,4,Metro,2.79
5258,Female,26,PhD,Research Scholar,0,Metro,4.62
5259,Female,21,12th Pass,Technician,1,Metro,3.18
5260,Male,46,Postgraduate,Manager,25,Rural,18.84
5261,Female,40,PhD,Consultant,12,Tier-2,11.23
5262,Male,26,Graduate,HR Executive,0,Rural,1.68
5263,Female,33,Graduate,HR Executive,11,Metro,5.13
5264,Female,34,Graduate,Teacher,5,Metro,3
5265,Male,40,Postgraduate,HR Executive,14,Tier-2,7.3
5266,Male,26,Graduate,Data Analyst,6,Tier-2,4.55
5267,Female,39,Postgraduate,Data Analyst,15,Metro,9.01
5268,Female,28,Postgraduate,Manager,3,Rural,7.03
5269,Female,22,Graduate,Technician,1,Rural,1.5
5270,Female,37,Graduate,HR Executive,16,Metro,7.06
5271,Male,41,Graduate,HR Executive,8,Metro,5.04
5272,Female,50,Graduate,Sales Executive,11,Metro,4.84
5273,Female,23,Graduate,Technician,1,Rural,1.5
5274,Male,36,Graduate,HR Executive,11,Metro,6.49
5275,Female,29,Postgraduate,Manager,5,Tier-2,10.63
5276,Female,37,Postgraduate,HR Executive,5,Tier-2,4.33
5277,Female,21,12th Pass,Technician,1,Metro,2.32
5278,Male,23,Postgraduate,HR Executive,0,Tier-2,3.04
5279,Male,26,Graduate,Software Engineer,3,Metro,5.71
5280,Other,32,Graduate,Software Engineer,4,Rural,4.02
5281,Male,27,Graduate,Technician,4,Tier-2,3.48
5282,Male,36,Graduate,Software Engineer,2,Tier-2,5.71
5283,Female,39,Postgraduate,Manager,1,Metro,8.23
5284,Male,36,Postgraduate,Data Analyst,7,Metro,5.41
5285,Male,43,Graduate,Technician,9,Rural,3.37
5286,Male,34,PhD,Research Scholar,14,Metro,7.92
5287,Female,23,Graduate,Technician,0,Metro,2.22
5288,Male,41,Graduate,Technician,9,Metro,2.92
5289,Female,27,Graduate,Teacher,2,Metro,3.2
5290,Female,38,Postgraduate,Data Analyst,8,Metro,5.26
5291,Male,43,PhD,Research Scholar,13,Tier-2,7.26
5292,Male,35,Postgraduate,Consultant,4,Tier-2,6.4
5293,Male,21,Graduate,Data Analyst,0,Metro,2.78
5294,Other,25,Graduate,Software Engineer,0,Rural,2.64
5295,Female,41,Postgraduate,Consultant,3,Metro,6.13
5296,Female,30,Postgraduate,Consultant,1,Metro,5.24
5297,Male,32,Postgraduate,Data Analyst,2,Metro,3.55
5298,Male,37,Graduate,Teacher,0,Rural,1.5
5299,Male,36,PhD,Teacher,0,Rural,2.35
5300,Female,33,Graduate,Software Engineer,11,Metro,9.43
5301,Female,30,Postgraduate,Manager,10,Metro,15.84
5302,Female,29,Postgraduate,Consultant,0,Metro,4.98
5303,Female,38,Postgraduate,Manager,13,Rural,10.74
5304,Male,35,Graduate,Technician,10,Tier-2,3.82
5305,Female,30,Postgraduate,Consultant,10,Rural,6.89
5306,Female,39,Postgraduate,Consultant,6,Metro,9.01
5307,Male,31,Postgraduate,Consultant,1,Metro,5.82
5308,Female,26,Postgraduate,Consultant,6,Tier-2,7.72
5309,Female,26,Postgraduate,Consultant,5,Rural,6.08
5310,Male,25,Graduate,Software Engineer,3,Metro,7.54
5311,Male,30,PhD,Research Scholar,8,Metro,7.06
5312,Male,40,Postgraduate,Consultant,14,Rural,10.45
5313,Female,26,Graduate,Software Engineer,1,Metro,3.73
5314,Female,33,Graduate,Technician,7,Metro,3.74
5315,Male,27,Graduate,Data Analyst,4,Metro,6.34
5316,Female,30,Postgraduate,Manager,9,Metro,14.29
5317,Male,21,Graduate,Software Engineer,0,Metro,5.5
5318,Male,30,Postgraduate,Consultant,2,Tier-2,6.74
5319,Male,30,PhD,Research Scholar,3,Metro,6.31
5320,Male,35,Graduate,Software Engineer,13,Metro,12.55
5321,Male,33,Postgraduate,Consultant,8,Tier-2,9
5322,Female,23,Graduate,Data Analyst,0,Rural,2.47
5323,Female,39,Graduate,Technician,5,Tier-2,1.76
5324,Male,33,Postgraduate,HR Executive,7,Tier-2,5.23
5325,Male,33,Graduate,Software Engineer,10,Rural,6.06
5326,Male,31,Postgraduate,Manager,7,Tier-2,13.24
5327,Male,28,Postgraduate,Data Analyst,6,Rural,4.57
5328,Male,33,Postgraduate,HR Executive,3,Tier-2,4.14
5329,Female,35,Graduate,HR Executive,15,Tier-2,5.32
5330,Male,21,Graduate,Software Engineer,1,Tier-2,5.11
5331,Male,28,PhD,Research Scholar,5,Rural,4.71
5332,Male,30,PhD,Consultant,8,Tier-2,9.95
5333,Female,33,Postgraduate,HR Executive,6,Tier-2,4.84
5334,Male,40,Postgraduate,Manager,4,Metro,11.64
5335,Male,26,Graduate,Teacher,4,Rural,2.48
5336,Male,28,Postgraduate,Manager,7,Metro,14.94
5337,Male,28,Postgraduate,Manager,5,Metro,12.52
5338,Other,26,Postgraduate,Consultant,0,Tier-2,4.36
5339,Male,29,Postgraduate,Manager,0,Metro,10.32
5340,Female,37,Postgraduate,Data Analyst,12,Metro,6.8
5341,Male,24,Graduate,Technician,0,Metro,3.1
5342,Male,34,Postgraduate,HR Executive,13,Metro,6.63
5343,Female,21,12th Pass,Technician,1,Metro,2.46
5344,Female,28,Graduate,Software Engineer,2,Tier-2,4.85
5345,Male,29,Graduate,Data Analyst,9,Rural,4.3
5346,Female,43,Graduate,Sales Executive,2,Metro,2.75
5347,Male,30,Postgraduate,Data Analyst,1,Tier-2,3.19
5348,Female,21,Graduate,Data Analyst,1,Tier-2,3.13
5349,Female,21,12th Pass,Technician,1,Metro,2.1
5350,Male,32,Postgraduate,Consultant,5,Tier-2,7.36
5351,Male,36,Graduate,Software Engineer,6,Metro,7.5
5352,Male,34,Postgraduate,Data Analyst,3,Tier-2,4.76
5353,Female,33,Postgraduate,Consultant,0,Metro,4.55
5354,Male,40,PhD,Teacher,5,Rural,1.68
5355,Male,28,Graduate,Teacher,6,Metro,2.67
5356,Female,38,Postgraduate,Manager,5,Metro,10.87
5357,Male,21,Graduate,Sales Executive,0,Metro,1.5
5358,Male,25,Postgraduate,Data Analyst,3,Tier-2,3.35
5359,Male,21,12th Pass,Technician,1,Metro,1.83
5360,Male,30,Postgraduate,HR Executive,9,Metro,5.82
5361,Female,31,Graduate,Software Engineer,3,Metro,4.88
5362,Female,32,Postgraduate,Consultant,9,Metro,9.85
5363,Male,32,Graduate,HR Executive,11,Tier-2,5.91
5364,Male,25,Postgraduate,Data Analyst,4,Metro,5.77
5365,Male,30,Graduate,Sales Executive,2,Tier-2,2.72
5366,Male,21,Graduate,Software Engineer,1,Metro,5.48
5367,Male,41,Postgraduate,Manager,17,Metro,22.28
5368,Male,29,PhD,Consultant,8,Metro,11.81
5369,Male,28,Postgraduate,Consultant,0,Rural,4.64
5370,Female,43,Graduate,Data Analyst,4,Tier-2,4.07
5371,Male,23,Graduate,HR Executive,0,Metro,2.55
5372,Female,24,Graduate,Data Analyst,3,Tier-2,3.67
5373,Male,24,Postgraduate,Consultant,0,Tier-2,5.05
5374,Female,31,Postgraduate,Data Analyst,2,Metro,3.79
5375,Female,35,Postgraduate,Consultant,12,Tier-2,10.56
5376,Female,37,Graduate,Sales Executive,12,Metro,5.37
5377,Male,50,Postgraduate,Consultant,30,Metro,25.46
5378,Male,21,Graduate,HR Executive,1,Metro,3.86
5379,Female,36,PhD,Research Scholar,9,Tier-2,5.89
5380,Male,28,Postgraduate,Consultant,0,Metro,6.07
5381,Male,27,Graduate,Teacher,4,Metro,2.19
5382,Female,27,Graduate,Software Engineer,1,Metro,5.29
5383,Female,25,Graduate,Technician,0,Metro,3.04
5384,Female,43,Postgraduate,Consultant,3,Metro,7.83
5385,Male,37,Postgraduate,Data Analyst,6,Tier-2,4.78
5386,Male,32,Graduate,Technician,8,Metro,3.86
5387,Male,41,Graduate,HR Executive,4,Tier-2,4.21
5388,Female,21,12th Pass,Technician,1,Metro,2.72
5389,Male,22,Graduate,Technician,2,Tier-2,2.62
5390,Male,21,12th Pass,Technician,0,Metro,1.68
5391,Female,27,Graduate,Teacher,2,Tier-2,2.67
5392,Male,33,Graduate,Software Engineer,2,Tier-2,5.61
5393,Female,32,Postgraduate,Manager,8,Metro,13.56
5394,Male,33,Postgraduate,Manager,6,Tier-2,11.03
5395,Male,22,Graduate,Data Analyst,2,Metro,4.68
5396,Male,37,Graduate,Software Engineer,16,Metro,13.23
5397,Female,33,Postgraduate,Data Analyst,6,Rural,3.9
5398,Male,37,Graduate,Data Analyst,2,Metro,3.98
5399,Female,21,Graduate,Technician,1,Metro,1.76
5400,Female,34,Graduate,Software Engineer,4,Metro,6.93
5401,Female,23,Graduate,Software Engineer,2,Metro,5.43
5402,Female,29,Postgraduate,Consultant,7,Rural,5.75
5403,Male,35,Graduate,Data Analyst,4,Metro,5.7
5404,Male,32,Graduate,Software Engineer,9,Metro,10.34
5405,Male,26,Postgraduate,Teacher,1,Metro,1.97
5406,Female,32,Postgraduate,Manager,5,Metro,12.75
5407,Female,21,Graduate,Technician,1,Tier-2,1.66
5408,Female,40,Postgraduate,Manager,18,Tier-2,17.77
5409,Male,30,Postgraduate,HR Executive,5,Metro,4.65
5410,Male,39,Postgraduate,Consultant,5,Rural,6.46
5411,Male,28,Postgraduate,Teacher,1,Metro,2.65
5412,Female,28,Postgraduate,Consultant,7,Metro,10.54
5413,Male,26,Graduate,Software Engineer,4,Rural,4.52
5414,Male,38,Graduate,Sales Executive,10,Tier-2,3.64
5415,Female,27,Graduate,Sales Executive,2,Tier-2,2.75
5416,Female,36,Postgraduate,Manager,13,Tier-2,13.42
5417,Male,29,Postgraduate,Manager,7,Metro,15.8
5418,Female,21,12th Pass,Sales Executive,0,Tier-2,1.5
5419,Male,28,Graduate,Software Engineer,2,Metro,6.07
5420,Male,23,Graduate,Sales Executive,0,Tier-2,2.43
5421,Female,32,Graduate,Sales Executive,6,Metro,3.21
5422,Male,23,Postgraduate,Data Analyst,0,Rural,2.95
5423,Female,38,Postgraduate,Manager,5,Tier-2,9.97
5424,Male,31,Postgraduate,Data Analyst,1,Metro,3.76
5425,Female,30,Postgraduate,Manager,7,Metro,12.73
5426,Male,36,PhD,Research Scholar,4,Metro,4.97
5427,Female,38,PhD,Research Scholar,16,Tier-2,6.99
5428,Other,31,Postgraduate,Teacher,9,Metro,3.22
5429,Male,26,Postgraduate,Manager,1,Metro,9.92
5430,Male,21,Graduate,Software Engineer,0,Rural,3.92
5431,Male,27,PhD,Consultant,3,Rural,5.01
5432,Female,27,Postgraduate,Consultant,2,Rural,4.85
5433,Male,32,PhD,Consultant,8,Metro,12.63
5434,Male,29,Postgraduate,Teacher,5,Tier-2,3.5
5435,Female,36,Postgraduate,Teacher,1,Rural,1.5
5436,Female,27,Postgraduate,Consultant,1,Tier-2,5.55
5437,Male,31,Graduate,Sales Executive,4,Metro,2.81
5438,Female,40,Graduate,HR Executive,11,Tier-2,4.87
5439,Male,34,PhD,Research Scholar,12,Rural,6.18
5440,Female,31,Graduate,Sales Executive,0,Tier-2,1.59
5441,Male,27,Postgraduate,Consultant,3,Metro,8.43
5442,Male,27,Graduate,Data Analyst,1,Metro,3.56
5443,Female,26,Graduate,HR Executive,0,Tier-2,2.41
5444,Male,28,Postgraduate,Data Analyst,8,Metro,7.13
5445,Male,37,PhD,Research Scholar,1,Tier-2,5.13
5446,Female,30,Postgraduate,HR Executive,6,Metro,4.34
5447,Female,22,12th Pass,Technician,2,Metro,1.88
5448,Male,44,Postgraduate,HR Executive,17,Metro,7.71
5449,Female,34,Postgraduate,Manager,12,Metro,15.78
5450,Female,22,12th Pass,Technician,2,Tier-2,1.59
5451,Female,28,Graduate,Software Engineer,6,Metro,6.2
5452,Male,32,Postgraduate,Consultant,8,Tier-2,9.7
5453,Male,43,Graduate,Data Analyst,11,Tier-2,6.02
5454,Male,24,Postgraduate,Manager,4,Metro,12.64
5455,Male,38,Graduate,HR Executive,2,Rural,2.31
5456,Male,41,Postgraduate,Teacher,21,Tier-2,6.47
5457,Male,27,Graduate,Teacher,1,Tier-2,1.79
5458,Female,30,PhD,Teacher,6,Rural,1.56
5459,Female,24,Graduate,HR Executive,1,Metro,4.15
5460,Male,30,Graduate,Teacher,4,Metro,2.99
5461,Male,31,Postgraduate,Consultant,8,Metro,12.25
5462,Male,36,PhD,Teacher,6,Metro,3.18
5463,Male,39,Postgraduate,Data Analyst,18,Metro,11.01
5464,Female,26,Postgraduate,Manager,0,Tier-2,6.94
5465,Male,21,12th Pass,Technician,1,Metro,2.71
5466,Female,31,Postgraduate,Consultant,4,Metro,7.49
5467,Male,34,Postgraduate,Teacher,7,Metro,3.83
5468,Female,33,Postgraduate,Data Analyst,4,Metro,4.99
5469,Female,29,Postgraduate,HR Executive,9,Tier-2,4.53
5470,Male,32,Graduate,Technician,2,Tier-2,2.65
5471,Male,42,Graduate,Data Analyst,17,Metro,11.11
5472,Female,34,PhD,Consultant,14,Metro,14.25
5473,Male,29,Postgraduate,Manager,2,Metro,11.04
5474,Male,28,Graduate,Sales Executive,3,Tier-2,1.69
5475,Male,30,Graduate,Technician,9,Rural,3.03
5476,Male,43,PhD,Consultant,0,Metro,6.98
5477,Male,30,Graduate,Technician,10,Tier-2,3.73
5478,Male,31,Graduate,Data Analyst,3,Rural,3.26
5479,Female,28,Graduate,Technician,3,Metro,2.69
5480,Male,39,PhD,Research Scholar,8,Rural,4.89
5481,Male,45,PhD,Consultant,7,Metro,12
5482,Male,35,Postgraduate,Consultant,1,Rural,3.76
5483,Male,32,Postgraduate,Data Analyst,12,Metro,7.39
5484,Female,32,Graduate,Software Engineer,6,Metro,8.1
5485,Other,21,12th Pass,Technician,1,Rural,1.5
5486,Female,37,Postgraduate,Data Analyst,10,Metro,7.03
5487,Male,32,Graduate,Teacher,3,Rural,2.42
5488,Male,34,Postgraduate,Consultant,13,Metro,15.5
5489,Male,27,Postgraduate,Consultant,5,Tier-2,8.15
5490,Male,29,Graduate,HR Executive,4,Metro,4.77
5491,Male,29,Postgraduate,Teacher,5,Rural,2.41
5492,Female,39,Postgraduate,Consultant,8,Metro,10.59
5493,Male,29,Postgraduate,Consultant,1,Metro,7.53
5494,Male,46,Graduate,Teacher,26,Tier-2,5.71
